userid	timestamp	arm_pool
510	1209592800000	[309, 13189, 7191, 6859, 7426, 1814, 9828, 16452, 8173, 16409, 4173, 9460, 10555, 515, 5848, 8091, 4459, 2696, 625, 14668, 219, 8608, 5574, 1588, 17986]
854	1212271200000	[1299, 12820, 15262, 2304, 16900, 10125, 6570, 290, 14638, 12505, 13700, 5540, 17484, 4551, 1153, 15682, 18425, 11256, 14005, 3979, 637, 3087, 7832, 12283, 15072]
573	1241128800000	[4971, 4036, 1892, 4901, 7768, 12573, 6564, 3769, 3440, 1640, 3836, 17854, 369, 7455, 6317, 12391, 18670, 1009, 8584, 5101, 269, 6875, 16032, 1455, 2567]
645	1246399200000	[227, 14294, 15375, 12370, 782, 148, 15443, 11674, 11770, 923, 13993, 9595, 11386, 7737, 1859, 2565, 2542, 3493, 7984, 8559, 6563, 15023, 3267, 8932, 8069]
154	1304598172705	[297, 14680, 12068, 1181, 16695, 17723, 16527, 2228, 6819, 1523, 11061, 9702, 16324, 8626, 3569, 16964, 1524, 11348, 6324, 5824, 6288, 8340, 12976, 3088, 18011]
1500	1267398000000	[1047, 8951, 10580, 4019, 13474, 17700, 10382, 9196, 4170, 9359, 7227, 10718, 12145, 5418, 10000, 1203, 10642, 8102, 10748, 7296, 4275, 3614, 12370, 2326, 1774]
1087	1243807200000	[425, 6893, 6199, 8192, 13997, 10230, 12148, 17820, 9464, 17135, 6510, 12244, 9048, 16390, 2954, 757, 6183, 11372, 12662, 8843, 14052, 350, 10572, 1812, 9082]
859	1285884000000	[769, 12804, 14779, 14973, 264, 5209, 14026, 12745, 67, 11895, 8960, 454, 7526, 5610, 18593, 13025, 15531, 5054, 1567, 17891, 7179, 2351, 5179, 9232, 16539]
1683	1251756000000	[3371, 2858, 789, 17281, 605, 15414, 14067, 5617, 17717, 2615, 7140, 6329, 17704, 14852, 6812, 9400, 8992, 4211, 3163, 5170, 11302, 2710, 10999, 5091, 13616]
1490	1212271200000	[605, 2559, 10395, 11781, 1432, 5521, 15045, 609, 464, 15905, 2047, 16032, 13503, 13590, 17349, 9772, 8161, 12034, 16816, 5882, 1995, 3264, 1640, 6671, 7411]
1510	1298934000000	[858, 9904, 10247, 1033, 17226, 17704, 5432, 4327, 14257, 5688, 2746, 8807, 10389, 6706, 1562, 4036, 3739, 3973, 11974, 1802, 7370, 12998, 9716, 4997, 11054]
1700	1233442800000	[17339, 15115, 11963, 12941, 14372, 841, 17846, 5954, 6442, 9544, 618, 5020, 1549, 7840, 15448, 5276, 877, 3882, 2607, 17712, 18668, 12002, 11472, 9329, 3810]
601	1304695400925	[543, 4155, 5971, 17105, 2895, 16973, 5358, 15454, 4350, 12143, 2417, 9764, 12909, 4662, 11002, 3087, 2616, 912, 8992, 10321, 9015, 17848, 14634, 656, 4402]
106	1296514800000	[9013, 13056, 645, 4302, 13178, 1084, 1509, 6502, 6534, 15296, 3493, 1643, 1028, 11900, 490, 9434, 14256, 2959, 1671, 12976, 9639, 16095, 14103, 12144, 11315]
1480	1298934000000	[227, 5065, 8387, 6596, 6301, 2536, 13566, 13582, 7745, 8803, 8027, 2490, 5458, 6521, 15892, 9920, 10665, 6249, 16317, 18641, 3506, 11298, 7708, 6393, 33]
1296	1125525600000	[12987, 2747, 4648, 10027, 6891, 18236, 16591, 14649, 534, 8268, 1712, 11396, 1179, 15883, 14061, 16474, 14601, 9079, 17235, 13744, 6053, 16216, 84, 6977, 6970]
662	1304605701174	[9274, 8763, 14219, 16299, 17646, 12477, 6659, 351, 7562, 11932, 10193, 5544, 11516, 806, 17307, 1421, 1518, 17945, 1618, 15044, 18582, 7930, 524, 8172, 2676]
1296	1180648800000	[14532, 8420, 15593, 1517, 13688, 15085, 4929, 4618, 7604, 11242, 16964, 5251, 17330, 10896, 10078, 12911, 1106, 1182, 3568, 7347, 5159, 7228, 8, 6875, 16917]
953	1214863200000	[82, 10205, 4862, 2239, 7871, 5752, 5499, 13137, 14499, 13632, 17700, 15647, 2620, 6949, 2909, 7160, 11611, 18099, 9772, 1399, 3171, 3218, 7326, 16657, 6515]
953	1217541600000	[51, 5095, 1455, 15611, 7227, 9767, 6869, 13812, 14947, 3426, 5985, 6939, 10349, 12909, 783, 7878, 1956, 17717, 3344, 10761, 11191, 13435, 3778, 1565, 578]
1354	1164927600000	[3264, 16900, 1933, 5053, 12072, 3752, 6121, 15918, 1522, 3324, 965, 15140, 5737, 7395, 3493, 9876, 4603, 7242, 7789, 12596, 9659, 4284, 490, 14341, 1947]
1007	1285884000000	[4940, 1758, 13686, 9697, 2778, 11378, 3022, 7124, 11106, 6521, 17676, 16695, 10322, 4753, 11904, 4997, 6376, 13087, 17228, 4714, 7391, 17640, 4097, 10502, 2787]
1710	1233442800000	[10989, 14693, 6388, 14599, 1005, 6859, 3310, 10555, 18512, 14308, 1432, 16737, 5908, 14520, 17283, 5218, 4957, 575, 12292, 12138, 1276, 7221, 18316, 2081, 15272]
1001	1230764400000	[9102, 3981, 12878, 1127, 15431, 4213, 3603, 11353, 14460, 18229, 270, 7316, 650, 1438, 4178, 17928, 17389, 3536, 5629, 1079, 9877, 11609, 8397, 11719, 6899]
1153	1228086000000	[481, 5709, 1546, 5617, 3362, 17132, 3294, 6370, 8976, 2002, 17103, 14779, 12826, 14219, 3534, 10728, 17419, 11186, 4143, 11361, 5805, 6781, 18492, 13637, 9980]
1432	1143842400000	[1641, 9613, 17894, 5839, 14560, 18237, 4690, 8069, 5236, 14424, 3324, 11502, 2567, 4835, 3762, 5358, 15094, 14235, 1486, 2685, 15290, 17079, 1314, 3333, 18059]
154	1304598194797	[3171, 637, 3511, 14398, 14924, 2297, 4017, 3294, 11006, 1317, 10844, 2045, 12201, 4311, 8268, 12137, 5279, 5109, 5554, 6195, 2244, 7855, 2711, 8334, 8102]
1543	1130799600000	[709, 7552, 11138, 13000, 4104, 16003, 12981, 14467, 16136, 8297, 1270, 7358, 12334, 6472, 5713, 10828, 12127, 18158, 8811, 4182, 3095, 7450, 9002, 13985, 7370]
652	1238536800000	[7152, 3557, 13190, 9044, 4321, 8701, 1960, 3504, 4110, 1205, 6919, 10611, 11833, 2524, 9944, 9249, 1704, 13210, 2914, 8398, 16406, 4320, 360, 45, 12099]
652	1180648800000	[2864, 1389, 15047, 7037, 1588, 10390, 17704, 1922, 1835, 2239, 1950, 10404, 18047, 4621, 14239, 13957, 11932, 10745, 14481, 11191, 899, 4170, 8435, 727, 5615]
1510	1277935200000	[18634, 7179, 2037, 1376, 1915, 11148, 3362, 3113, 9287, 15557, 18308, 1956, 8572, 10695, 189, 14662, 10975, 12516, 17231, 13126, 3343, 4217, 99, 14444, 11904]
495	1280613600000	[3992, 12992, 1370, 3928, 3725, 865, 13616, 3028, 11064, 18224, 2774, 645, 17674, 5668, 1143, 4711, 465, 833, 5100, 13328, 7360, 6708, 15527, 7685, 1166]
142	1159653600000	[3328, 3543, 5008, 17438, 1247, 5276, 6098, 4352, 8214, 12994, 2044, 13074, 6860, 13157, 7742, 11023, 9672, 7458, 8866, 9337, 5436, 12512, 16751, 5580, 4029]
652	1180648800000	[3886, 189, 4292, 6046, 9208, 4512, 14347, 865, 5417, 677, 16697, 11901, 16122, 2597, 15606, 9555, 13074, 10074, 2615, 4803, 13189, 12055, 4149, 5517, 3095]
1360	1270072800000	[2168, 16823, 16878, 9084, 1023, 631, 1557, 3716, 7662, 12015, 11166, 16363, 16201, 10581, 843, 17667, 734, 2247, 18611, 2214, 15842, 3177, 3115, 7439, 14794]
1116	1230764400000	[898, 1632, 12205, 956, 4896, 17380, 5868, 13686, 8804, 13178, 13209, 14638, 4009, 4940, 4467, 1827, 16956, 7903, 18171, 1443, 11591, 6592, 15476, 3724, 13616]
650	1193871600000	[5348, 11898, 9216, 3742, 7946, 1609, 9449, 16708, 1666, 15190, 10057, 4564, 13831, 1950, 17436, 12794, 2033, 68, 8593, 12141, 16150, 14374, 6286, 961, 13915]
652	1172703600000	[979, 17295, 2996, 10793, 463, 9495, 17329, 7123, 13523, 9053, 18041, 8347, 2270, 6534, 3138, 16150, 10205, 822, 5041, 9577, 4932, 2086, 7027, 4265, 9666]
923	1304700148362	[360, 9014, 1285, 13452, 4551, 3354, 4507, 6808, 8159, 103, 2280, 3277, 366, 5195, 11215, 1029, 11417, 1120, 5489, 9439, 18723, 5059, 9818, 17132, 2836]
1682	1183240800000	[17191, 6142, 6881, 2425, 7361, 9773, 10891, 7404, 4879, 5782, 5008, 2039, 18454, 1991, 17992, 13658, 11502, 10065, 16179, 4467, 17553, 6726, 13587, 80, 4690]
1773	1214863200000	[5105, 10653, 7590, 1785, 1343, 1700, 6322, 14502, 17735, 14665, 16233, 5017, 15550, 7421, 514, 14735, 3599, 15553, 8563, 5190, 6970, 15177, 18041, 8517, 8731]
543	1214863200000	[2845, 10401, 16657, 5978, 10462, 7370, 2147, 5358, 5275, 11077, 12771, 14406, 12663, 3961, 5176, 1788, 14488, 4474, 16516, 10390, 10309, 4501, 6505, 5060, 5431]
1782	1275343200000	[707, 8141, 12110, 5053, 3189, 17705, 14752, 4119, 10680, 4324, 3702, 17405, 15414, 7349, 11950, 1652, 11434, 7670, 16182, 13107, 6899, 14250, 8288, 6442, 18487]
859	1285884000000	[4946, 1925, 6331, 16884, 7216, 15424, 16664, 13509, 15636, 6403, 13678, 1580, 854, 4741, 1766, 11405, 11024, 12285, 12276, 1681, 16022, 8333, 16779, 7677, 7023]
1167	1228086000000	[1590, 17783, 1899, 4535, 18269, 9613, 2562, 466, 13165, 7943, 16442, 5504, 7662, 17584, 12817, 11935, 5714, 4298, 6681, 6073, 1814, 16003, 7815, 1848, 13002]
652	1172703600000	[12352, 17293, 2867, 17294, 3407, 5089, 2538, 4601, 4879, 5703, 9916, 1285, 14723, 13227, 5101, 12137, 5212, 5529, 5239, 6164, 1377, 3183, 5463, 16363, 10744]
988	1220220000000	[311, 16904, 5381, 8432, 14052, 15418, 5017, 10262, 6417, 8019, 5075, 2961, 4648, 2746, 3812, 9841, 9541, 8370, 3731, 70, 14138, 4162, 2373, 15737, 16633]
41	1296514800000	[84, 8120, 6774, 3360, 17628, 16740, 14853, 15866, 13812, 6553, 15974, 18233, 2190, 9889, 10433, 751, 16664, 576, 1861, 13451, 4165, 1912, 196, 18741, 2789]
1830	1230764400000	[8445, 1885, 16971, 3315, 11731, 5711, 9922, 17924, 7027, 343, 7234, 17185, 10948, 6668, 12083, 1584, 10065, 7461, 2162, 188, 16435, 6602, 12369, 11591, 10436]
971	1191189600000	[3003, 1326, 17350, 9904, 1072, 2750, 9419, 1047, 16422, 7391, 2495, 8185, 14613, 326, 6888, 7620, 4896, 7263, 18339, 13581, 2835, 16503, 1447, 11666, 13395]
1682	1207000800000	[2026, 9845, 6301, 13065, 3554, 17985, 15862, 6963, 12215, 3663, 3876, 8288, 12740, 1296, 18067, 14986, 6177, 2011, 14024, 13288, 4612, 11081, 1995, 18618, 13023]
834	1304698333396	[1601, 1946, 2556, 1909, 12034, 16709, 10597, 16678, 2644, 3509, 2154, 11676, 326, 17180, 16449, 3897, 5118, 18256, 16150, 15918, 8838, 10685, 17705, 13328, 18175]
264	1146434400000	[730, 6750, 9614, 14157, 1106, 5973, 17673, 11918, 1919, 16531, 7581, 14200, 10521, 17191, 1117, 1992, 2852, 12705, 1185, 1046, 15915, 9633, 3511, 9594, 13744]
509	1233442800000	[4193, 6452, 5172, 2622, 9971, 8843, 3234, 590, 876, 11922, 14456, 6502, 3882, 10695, 844, 2194, 567, 2351, 1969, 13904, 14239, 3421, 4535, 1426, 9752]
64	1196463600000	[1892, 16744, 2228, 11837, 17485, 6591, 11129, 643, 12997, 3113, 5276, 1137, 17645, 854, 11489, 13535, 5901, 9167, 2767, 107, 12750, 16172, 7832, 9122, 2270]
510	1220220000000	[289, 12585, 10594, 15198, 18641, 15998, 5072, 8714, 17208, 15647, 17067, 15521, 6695, 14974, 7909, 5956, 4191, 10545, 15361, 6347, 13002, 3370, 5251, 14631, 8597]
790	1259622000000	[3690, 11298, 12738, 5525, 18633, 14533, 8252, 17488, 2487, 4675, 9982, 309, 5373, 608, 2577, 5473, 447, 16567, 7869, 15587, 10436, 9971, 16916, 11993, 1436]
1167	1209592800000	[291, 6785, 3043, 18245, 14665, 11166, 15044, 6528, 11696, 11059, 999, 3998, 8190, 9009, 15577, 7921, 4044, 4110, 1755, 13275, 15763, 1990, 16324, 6454, 4927]
923	1285884000000	[15460, 11617, 11048, 3520, 7972, 13530, 16234, 16904, 6900, 17606, 1124, 961, 5871, 17535, 18224, 15841, 5226, 7395, 1445, 13158, 2853, 14765, 10622, 8896, 8933]
379	1288566000000	[257, 17700, 8326, 3093, 11906, 1600, 4998, 2713, 3568, 2204, 6804, 14219, 961, 2266, 9666, 302, 6145, 17485, 3156, 7484, 4224, 10621, 6373, 8096, 3886]
859	1293836400000	[2778, 266, 13269, 2662, 2353, 6721, 16751, 4832, 12774, 11710, 8572, 2782, 6563, 14723, 5433, 18458, 3591, 398, 7430, 18256, 13658, 8946, 3234, 10776, 10719]
29	1304596481196	[55, 14601, 898, 6812, 10028, 9403, 10754, 721, 5574, 9613, 8711, 9663, 14252, 17374, 2996, 320, 507, 2971, 823, 5618, 444, 3529, 2715, 17638, 5591]
509	1225494000000	[2775, 7730, 3113, 11962, 10020, 10169, 381, 18301, 2305, 13582, 3289, 1609, 569, 1388, 6800, 7285, 16874, 3313, 15894, 1330, 17568, 209, 8370, 11690, 13308]
1699	1183240800000	[1079, 3791, 14271, 514, 16701, 292, 12110, 12000, 4313, 812, 5554, 13598, 339, 8198, 8796, 8853, 7157, 9637, 4884, 9476, 7929, 903, 5561, 4029, 16578]
522	1304603601880	[67, 17059, 4575, 4168, 10561, 17854, 16911, 9587, 2879, 5891, 9288, 7919, 10065, 11074, 13474, 7912, 16242, 13759, 15086, 4281, 7166, 17482, 16512, 5897, 4674]
855	1199142000000	[6247, 16874, 4211, 5547, 15883, 13318, 17542, 18693, 219, 18670, 2767, 10395, 2381, 1438, 1943, 10629, 3001, 17705, 13012, 1825, 13152, 18633, 13425, 4284, 5462]
1477	1304933739176	[2582, 3244, 13688, 17125, 10677, 3657, 5218, 5781, 3110, 1326, 8172, 15720, 7020, 16600, 8214, 14811, 1758, 3189, 13607, 249, 14795, 12630, 11340, 6850, 495]
1811	1262300400000	[1609, 5038, 15447, 3392, 103, 6268, 14032, 16440, 8060, 1061, 9015, 12370, 13700, 16591, 12386, 870, 12076, 16215, 8509, 11166, 566, 16322, 8136, 12570, 9274]
652	1280613600000	[868, 16017, 6788, 4788, 12319, 9447, 451, 10298, 5074, 5102, 6376, 10126, 11616, 17584, 9358, 11719, 17667, 7020, 9594, 5619, 5209, 8691, 15513, 17522, 15780]
1407	1204326000000	[5503, 13474, 12811, 12215, 6353, 17078, 5955, 4164, 13760, 7835, 6803, 16427, 768, 13743, 13211, 16608, 4940, 1541, 5335, 887, 17087, 10126, 562, 397, 8380]
1167	1267398000000	[3739, 14103, 660, 452, 16164, 17818, 3529, 10522, 13184, 844, 4605, 5029, 6382, 4017, 10047, 16111, 7248, 7233, 9766, 2502, 2662, 17509, 1057, 15553, 17659]
662	1291158000000	[706, 9971, 10885, 4911, 13984, 3570, 8712, 6553, 2398, 7650, 18723, 12840, 4935, 11772, 8992, 13567, 13523, 6130, 8387, 16531, 2381, 584, 5422, 2273, 5659]
1542	1233442800000	[851, 878, 13001, 255, 2745, 10686, 2914, 8221, 9438, 1554, 14633, 1025, 6528, 7681, 6209, 2276, 2613, 4123, 12791, 13357, 8828, 16206, 8133, 15800, 12711]
106	1225494000000	[289, 12023, 641, 3257, 15651, 349, 13414, 4603, 5222, 7022, 18300, 11710, 15424, 6769, 3361, 9842, 5159, 15237, 11716, 2029, 10573, 8370, 6957, 7473, 727]
1323	1280613600000	[9860, 5618, 6265, 8250, 10764, 10171, 5062, 908, 17419, 13536, 9002, 4058, 9767, 10885, 12512, 5288, 2833, 8096, 12987, 16138, 8120, 5232, 290, 10203, 16611]
739	1185919200000	[707, 10649, 18038, 15419, 4610, 1256, 15759, 10695, 298, 526, 10090, 1410, 13168, 16111, 7860, 8157, 7190, 9209, 4148, 17907, 2447, 10569, 7660, 10629, 12519]
936	1280613600000	[1672, 10188, 3341, 1917, 436, 14757, 13700, 7124, 12444, 522, 4422, 14601, 5791, 12212, 16839, 16947, 11183, 2609, 13185, 17059, 12918, 13385, 2925, 2127, 4521]
1074	1222812000000	[10306, 8432, 6923, 15254, 6776, 4314, 16917, 3583, 6192, 13154, 12096, 6518, 6403, 6282, 4675, 18094, 4742, 7548, 10244, 10408, 1124, 7044, 4638, 3634, 11191]
212	1288566000000	[3240, 944, 17373, 11441, 15263, 16238, 203, 11089, 6201, 3294, 8984, 18618, 4399, 13414, 9714, 3462, 15483, 9282, 4622, 16234, 11879, 1694, 6423, 240, 11781]
188	1246399200000	[4106, 10308, 12468, 11013, 7350, 9840, 7681, 13074, 3304, 839, 1552, 9683, 16600, 5382, 497, 16228, 11470, 9701, 6403, 4638, 7360, 4896, 6117, 1486, 16027]
1818	1214863200000	[18256, 16805, 13926, 5285, 9637, 4736, 3380, 7515, 12046, 13332, 6881, 3230, 10804, 17894, 11377, 11084, 8697, 2755, 15801, 1119, 14499, 1909, 6344, 1846, 13835]
1830	1228086000000	[292, 13582, 10406, 17178, 2106, 15639, 17616, 9766, 8588, 4622, 5460, 16052, 8014, 6065, 894, 16531, 17928, 16909, 737, 9969, 13183, 6694, 5487, 6044, 13231]
379	1222812000000	[67, 354, 2415, 16556, 7662, 15732, 14665, 8878, 1137, 10133, 7913, 7817, 4060, 717, 3019, 339, 14318, 11901, 4295, 15778, 3230, 13037, 643, 786, 5188]
212	1304599094801	[845, 77, 7541, 7894, 5619, 607, 13157, 10743, 1029, 18677, 16187, 15466, 1593, 6454, 9082, 16294, 2402, 12717, 10775, 1567, 10454, 11089, 11881, 5517, 14476]
510	1222812000000	[1043, 14613, 2608, 141, 11634, 3770, 6518, 3433, 2792, 7866, 4668, 8992, 11182, 734, 4411, 15375, 1255, 7994, 3786, 17059, 13658, 7876, 15283, 1950, 6370]
70	1228086000000	[1090, 15218, 18229, 14346, 6679, 174, 9140, 6819, 8157, 5971, 5602, 5003, 10433, 7603, 669, 4243, 1728, 18665, 20, 15448, 11236, 18444, 12345, 8906, 9749]
1228	1209592800000	[11285, 1425, 3505, 3027, 1456, 2855, 2415, 4325, 13671, 12444, 4147, 2873, 4607, 4043, 5279, 15878, 5501, 1655, 4395, 512, 9427, 14728, 7431, 891, 17344]
206	1191189600000	[1807, 13087, 18389, 8910, 3086, 16701, 16549, 4509, 10641, 1166, 9057, 6881, 11714, 6706, 16956, 486, 7049, 17913, 4932, 3049, 4325, 2587, 2765, 16112, 2750]
288	1220220000000	[5515, 16879, 3446, 10893, 12552, 11517, 5483, 10636, 9232, 1839, 16374, 16039, 16257, 5411, 12002, 17333, 12372, 875, 13332, 11388, 8722, 2439, 11632, 10160, 4440]
703	1291158000000	[732, 27, 3890, 13483, 9633, 10616, 7431, 6962, 7994, 13605, 11611, 8159, 6604, 5658, 6817, 1796, 923, 3038, 6133, 17438, 11076, 9343, 13744, 15296, 3239]
1716	1222812000000	[735, 6819, 17483, 2033, 4379, 12395, 1128, 17524, 15778, 13429, 7820, 1826, 1457, 9433, 13312, 7157, 2606, 10165, 9901, 11483, 5036, 18389, 15033, 1511, 14453]
694	1243807200000	[8380, 8229, 5027, 13904, 17822, 3421, 15339, 12468, 17523, 18238, 14724, 436, 9877, 11987, 13966, 15593, 3561, 5901, 3778, 15690, 15892, 7531, 7560, 5781, 14750]
652	1172703600000	[316, 1811, 702, 12307, 15507, 10521, 8214, 6167, 10699, 6873, 3686, 11646, 1853, 12638, 4947, 4687, 17338, 11234, 18237, 18256, 1620, 17913, 9157, 3077, 3080]
215	1177970400000	[718, 2242, 8224, 1542, 10133, 6431, 18391, 14591, 18617, 8269, 14074, 8922, 5335, 18623, 4636, 926, 9428, 328, 12739, 2821, 1630, 3690, 3093, 3569, 908]
1716	1217541600000	[1006, 4024, 18329, 3114, 13599, 5147, 74, 11783, 11182, 10862, 14690, 1704, 14878, 10885, 18527, 2834, 6631, 6784, 11112, 17281, 3314, 14650, 1956, 14818, 3026]
304	1304600310572	[5701, 10864, 9058, 13170, 4732, 16310, 1797, 6185, 3916, 3343, 409, 16563, 15210, 11913, 6384, 2727, 458, 15529, 14919, 8292, 5728, 17456, 7183, 431, 13913]
206	1188597600000	[1176, 8172, 632, 18443, 3174, 4131, 8069, 14636, 18308, 10972, 9053, 12739, 1766, 2922, 13330, 18230, 2139, 13253, 925, 3818, 7293, 11391, 609, 1839, 11729]
647	1141167600000	[1885, 6298, 9455, 7655, 17239, 15177, 13275, 3282, 17945, 679, 9299, 10522, 3046, 16779, 6967, 11638, 17213, 14654, 17795, 6192, 8866, 8055, 4178, 2996, 13364]
923	1270072800000	[9417, 11074, 18630, 17079, 8873, 14529, 1143, 15699, 4126, 4879, 687, 7869, 17624, 1193, 7569, 15229, 12015, 4224, 13306, 2976, 6889, 16751, 1020, 16973, 16665]
756	1304607129968	[230, 15047, 5288, 7418, 8729, 6851, 7673, 3275, 9782, 13507, 2228, 11439, 17087, 12531, 2562, 3344, 5418, 11463, 1041, 6451, 17293, 12492, 13226, 13813, 7734]
725	1264978800000	[1704, 1945, 11931, 9821, 2187, 4469, 7522, 2356, 2203, 9048, 7203, 8864, 7020, 8991, 9781, 5830, 8642, 2087, 11265, 14084, 775, 2122, 10199, 8701, 11516]
64	1209592800000	[7344, 5767, 8157, 88, 14254, 16109, 13026, 4281, 14958, 925, 1537, 9971, 9637, 198, 5714, 6293, 6711, 1619, 3624, 2373, 10699, 10078, 2107, 18330, 17289]
495	1298934000000	[1395, 2966, 1910, 15577, 5008, 174, 12396, 10791, 15209, 1329, 10040, 13657, 17720, 12727, 12663, 15361, 2986, 12787, 2044, 10843, 18721, 15107, 11298, 4147, 14845]
899	1283292000000	[975, 12060, 10765, 16512, 1196, 14859, 6577, 18610, 3972, 12359, 9001, 8597, 6393, 1456, 6308, 1272, 1810, 6431, 360, 16294, 11502, 2733, 3451, 9015, 7157]
1432	1130799600000	[12570, 6431, 919, 16255, 11900, 8420, 18179, 9196, 11298, 15321, 164, 10147, 1509, 11268, 16911, 11183, 8807, 9904, 13581, 3362, 13606, 5839, 17501, 4815, 7890]
610	1175378400000	[1786, 5193, 18422, 10922, 5883, 16977, 8593, 1021, 4311, 2352, 10612, 13872, 3208, 1150, 8218, 8135, 5265, 6046, 9376, 2961, 9274, 1429, 9625, 4670, 4522]
725	1270072800000	[6708, 10149, 15973, 6962, 15218, 1688, 17370, 10222, 1997, 8347, 13127, 6044, 1879, 16915, 17816, 15974, 6046, 5574, 3958, 7100, 13530, 17526, 6241, 9400, 1716]
1304	1246399200000	[6570, 12034, 212, 3022, 9701, 5237, 2157, 2021, 4375, 1892, 4735, 6735, 12117, 11729, 1092, 11657, 15521, 712, 2475, 8498, 1999, 14930, 14406, 9157, 17078]
1161	1188597600000	[3614, 2291, 6966, 1821, 3865, 16633, 12994, 18668, 8313, 18473, 3729, 8188, 9606, 10502, 6025, 4905, 888, 8401, 2915, 6940, 13325, 3289, 2559, 2444, 13754]
